Hora;Dia;Total de Tweets;Total de Relacionados;Precipitação (mm/30min);Hora (normalizado);Dia (normalizado);Total de Tweets (normalizado);Total de Relacionados (normalizado);Precipitação (mm/30min) (normalizado); Precipitação para próxima meia hora (mm/30min)16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0.0
10;0;2;0;0.0;0.43478260869565216;0.0;0.08;0.0;0.0;0.0
6;30;0;0;0.59;0.2608695652173913;1.0;0.0;0.0;0.02502120441051739;0.4
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
2;30;1;0;0.0;0.08695652173913043;1.0;0.04;0.0;0.0;0.0
20;30;0;0;0.0;0.8695652173913043;1.0;0.0;0.0;0.0;0.0
2;30;1;0;0.0;0.08695652173913043;1.0;0.04;0.0;0.0;0.0
8;30;2;0;0.0;0.34782608695652173;1.0;0.08;0.0;0.0;0.0
22;30;24;0;0.0;0.9565217391304348;1.0;0.96;0.0;0.0;0.0
13;0;1;0;0.0;0.5652173913043478;0.0;0.04;0.0;0.0;0.0
10;30;1;0;0.0;0.43478260869565216;1.0;0.04;0.0;0.0;0.0
17;30;1;0;0.0;0.7391304347826086;1.0;0.04;0.0;0.0;0.0
9;30;1;0;0.0;0.391304347826087;1.0;0.04;0.0;0.0;0.0
12;0;0;0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0.0
10;30;1;0;0.0;0.43478260869565216;1.0;0.04;0.0;0.0;0.0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.0
19;30;2;0;0.0;0.8260869565217391;1.0;0.08;0.0;0.0;0.0
18;0;3;0;0.0;0.782608695652174;0.0;0.12;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
21;30;3;0;0.0;0.9130434782608695;1.0;0.12;0.0;0.0;0.0
17;0;4;0;0.0;0.7391304347826086;0.0;0.16;0.0;0.0;0.0
20;0;4;0;0.0;0.8695652173913043;0.0;0.16;0.0;0.0;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
10;0;0;0;1.18;0.43478260869565216;0.0;0.0;0.0;0.05004240882103478;0.2
17;30;1;0;23.58;0.7391304347826086;1.0;0.04;0.0;1.0;8.46
23;30;2;0;0.0;1.0;1.0;0.08;0.0;0.0;0.0
14;30;1;0;0.0;0.6086956521739131;1.0;0.04;0.0;0.0;0.0
20;30;4;0;0.0;0.8695652173913043;1.0;0.16;0.0;0.0;0.0
8;30;1;0;0.0;0.34782608695652173;1.0;0.04;0.0;0.0;0.0
0;0;9;0;2.17;0.0;0.0;0.36;0.0;0.09202714164546226;2.95
8;30;3;0;0.0;0.34782608695652173;1.0;0.12;0.0;0.0;0.0
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
11;0;2;0;0.2;0.4782608695652174;0.0;0.08;0.0;0.008481764206955048;0.0
19;0;0;0;0.39;0.8260869565217391;0.0;0.0;0.0;0.016539440203562343;0.98
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
7;30;1;0;0.0;0.30434782608695654;1.0;0.04;0.0;0.0;0.0
0;0;3;0;0.0;0.0;0.0;0.12;0.0;0.0;0.0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
23;30;3;0;0.0;1.0;1.0;0.12;0.0;0.0;0.0
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0.0
18;30;3;0;0.0;0.782608695652174;1.0;0.12;0.0;0.0;0.0
15;0;2;0;0.0;0.6521739130434783;0.0;0.08;0.0;0.0;0.0
4;30;0;0;4.73;0.17391304347826086;1.0;0.0;0.0;0.2005937234944869;0.79
4;30;1;0;0.0;0.17391304347826086;1.0;0.04;0.0;0.0;0.0
20;30;7;0;0.0;0.8695652173913043;1.0;0.28;0.0;0.0;0.0
20;30;1;0;0.2;0.8695652173913043;1.0;0.04;0.0;0.008481764206955048;0.0
16;30;2;0;0.0;0.6956521739130435;1.0;0.08;0.0;0.0;0.0
20;30;0;0;0.0;0.8695652173913043;1.0;0.0;0.0;0.0;0.0
20;30;4;0;0.4;0.8695652173913043;1.0;0.16;0.0;0.016963528413910096;0.0
19;0;3;0;0.0;0.8260869565217391;0.0;0.12;0.0;0.0;0.0
12;0;0;0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
13;0;6;0;0.0;0.5652173913043478;0.0;0.24;0.0;0.0;0.0
9;30;1;0;0.0;0.391304347826087;1.0;0.04;0.0;0.0;0.0
11;0;5;0;0.0;0.4782608695652174;0.0;0.2;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
20;30;3;0;0.0;0.8695652173913043;1.0;0.12;0.0;0.0;0.0
5;30;1;0;0.0;0.21739130434782608;1.0;0.04;0.0;0.0;0.0
18;0;1;0;0.0;0.782608695652174;0.0;0.04;0.0;0.0;0.0
10;0;3;0;0.0;0.43478260869565216;0.0;0.12;0.0;0.0;0.0
0;0;1;0;0.0;0.0;0.0;0.04;0.0;0.0;0.4
19;0;1;0;0.0;0.8260869565217391;0.0;0.04;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
10;30;2;0;0.0;0.43478260869565216;1.0;0.08;0.0;0.0;0.0
16;30;3;0;0.2;0.6956521739130435;1.0;0.12;0.0;0.008481764206955048;0.99
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;1.77
0;30;1;0;0.0;0.0;1.0;0.04;0.0;0.0;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
12;0;2;0;0.0;0.5217391304347826;0.0;0.08;0.0;0.0;0.0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0.0
4;30;0;0;0.4;0.17391304347826086;1.0;0.0;0.0;0.016963528413910096;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
8;30;2;0;0.0;0.34782608695652173;1.0;0.08;0.0;0.0;0.0
11;0;1;0;0.0;0.4782608695652174;0.0;0.04;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
5;0;1;0;0.0;0.21739130434782608;0.0;0.04;0.0;0.0;0.0
19;30;5;0;0.0;0.8260869565217391;1.0;0.2;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
12;0;1;0;0.0;0.5217391304347826;0.0;0.04;0.0;0.0;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
18;0;2;0;0.0;0.782608695652174;0.0;0.08;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.2
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
6;30;1;0;0.0;0.2608695652173913;1.0;0.04;0.0;0.0;0.0
15;0;1;0;0.0;0.6521739130434783;0.0;0.04;0.0;0.0;0.0
13;0;2;0;0.0;0.5652173913043478;0.0;0.08;0.0;0.0;0.0
5;0;1;0;0.0;0.21739130434782608;0.0;0.04;0.0;0.0;0.0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0.0
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
18;0;0;0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
13;0;1;0;0.0;0.5652173913043478;0.0;0.04;0.0;0.0;0.0
10;0;4;0;0.0;0.43478260869565216;0.0;0.16;0.0;0.0;0.0
6;0;0;0;0.78;0.2608695652173913;0.0;0.0;0.0;0.033078880407124686;0.59
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
11;30;3;0;0.0;0.4782608695652174;1.0;0.12;0.0;0.0;0.0
3;0;7;0;0.0;0.13043478260869565;0.0;0.28;0.0;0.0;0.0
11;0;0;0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0.0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
19;30;0;0;0.98;0.8260869565217391;1.0;0.0;0.0;0.04156064461407973;0.4
17;30;24;0;0.0;0.7391304347826086;1.0;0.96;0.0;0.0;0.0
23;0;3;0;0.0;1.0;0.0;0.12;0.0;0.0;0.0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
14;0;2;0;0.0;0.6086956521739131;0.0;0.08;0.0;0.0;0.0
18;0;9;0;0.0;0.782608695652174;0.0;0.36;0.0;0.0;0.0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
17;30;1;0;0.0;0.7391304347826086;1.0;0.04;0.0;0.0;0.0
12;30;1;0;0.0;0.5217391304347826;1.0;0.04;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
21;30;1;0;0.0;0.9130434782608695;1.0;0.04;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
10;0;1;0;0.0;0.43478260869565216;0.0;0.04;0.0;0.0;0.0
15;0;2;0;0.0;0.6521739130434783;0.0;0.08;0.0;0.0;0.0
5;30;1;0;0.0;0.21739130434782608;1.0;0.04;0.0;0.0;0.0
7;0;4;0;0.0;0.30434782608695654;0.0;0.16;0.0;0.0;0.0
11;30;5;0;0.0;0.4782608695652174;1.0;0.2;0.0;0.0;0.0
5;0;1;0;0.0;0.21739130434782608;0.0;0.04;0.0;0.0;0.0
11;0;1;0;0.0;0.4782608695652174;0.0;0.04;0.0;0.0;0.0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0.0
2;30;3;0;0.0;0.08695652173913043;1.0;0.12;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
9;0;1;0;0.0;0.391304347826087;0.0;0.04;0.0;0.0;0.0
21;0;14;0;0.0;0.9130434782608695;0.0;0.56;0.0;0.0;0.0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0.0
10;30;0;0;0.0;0.43478260869565216;1.0;0.0;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
10;0;4;0;0.0;0.43478260869565216;0.0;0.16;0.0;0.0;0.0
15;0;3;0;0.2;0.6521739130434783;0.0;0.12;0.0;0.008481764206955048;0.0
15;30;1;0;0.0;0.6521739130434783;1.0;0.04;0.0;0.0;0.0
21;30;1;0;0.0;0.9130434782608695;1.0;0.04;0.0;0.0;0.0
6;30;1;0;0.0;0.2608695652173913;1.0;0.04;0.0;0.0;0.0
23;30;2;0;0.2;1.0;1.0;0.08;0.0;0.008481764206955048;0.0
0;30;1;0;0.0;0.0;1.0;0.04;0.0;0.0;0.0
6;30;1;0;1.57;0.2608695652173913;1.0;0.04;0.0;0.06658184902459713;0.2
18;0;0;0;1.77;0.782608695652174;0.0;0.0;0.0;0.07506361323155217;4.12
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
21;30;2;0;0.79;0.9130434782608695;1.0;0.08;0.0;0.033502968617472435;0.79
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
6;30;2;0;0.0;0.2608695652173913;1.0;0.08;0.0;0.0;0.0
13;30;3;0;0.0;0.5652173913043478;1.0;0.12;0.0;0.0;0.0
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0.0
14;0;0;0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;0.0
20;30;2;0;0.0;0.8695652173913043;1.0;0.08;0.0;0.0;0.0
19;0;5;0;1.18;0.8260869565217391;0.0;0.2;0.0;0.05004240882103478;2.95
8;0;1;0;0.0;0.34782608695652173;0.0;0.04;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
6;0;1;0;0.0;0.2608695652173913;0.0;0.04;0.0;0.0;0.0
7;0;2;0;0.0;0.30434782608695654;0.0;0.08;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0.0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0.0
12;30;2;0;0.0;0.5217391304347826;1.0;0.08;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
16;0;3;0;0.0;0.6956521739130435;0.0;0.12;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
4;30;1;0;0.0;0.17391304347826086;1.0;0.04;0.0;0.0;0.0
11;0;1;0;0.0;0.4782608695652174;0.0;0.04;0.0;0.0;0.0
17;30;1;0;0.0;0.7391304347826086;1.0;0.04;0.0;0.0;0.0
0;0;1;0;0.0;0.0;0.0;0.04;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
8;0;1;0;0.0;0.34782608695652173;0.0;0.04;0.0;0.0;0.0
23;0;2;0;0.0;1.0;0.0;0.08;0.0;0.0;0.0
16;0;2;0;0.0;0.6956521739130435;0.0;0.08;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
4;0;0;0;1.18;0.17391304347826086;0.0;0.0;0.0;0.05004240882103478;0.79
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
8;0;4;0;0.0;0.34782608695652173;0.0;0.16;0.0;0.0;0.0
19;30;5;0;0.0;0.8260869565217391;1.0;0.2;0.0;0.0;0.0
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
13;0;2;0;0.0;0.5652173913043478;0.0;0.08;0.0;0.0;0.0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
15;30;3;0;0.0;0.6521739130434783;1.0;0.12;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
15;0;1;0;0.0;0.6521739130434783;0.0;0.04;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
1;0;3;0;0.0;0.043478260869565216;0.0;0.12;0.0;0.0;0.0
12;0;1;0;0.0;0.5217391304347826;0.0;0.04;0.0;0.0;0.0
22;30;1;0;0.0;0.9565217391304348;1.0;0.04;0.0;0.0;0.0
12;0;2;0;0.0;0.5217391304347826;0.0;0.08;0.0;0.0;0.0
11;0;1;0;0.0;0.4782608695652174;0.0;0.04;0.0;0.0;0.2
20;0;1;0;0.0;0.8695652173913043;0.0;0.04;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.98
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
20;0;1;0;0.0;0.8695652173913043;0.0;0.04;0.0;0.0;0.0
13;0;1;0;0.0;0.5652173913043478;0.0;0.04;0.0;0.0;0.0
13;0;1;0;0.0;0.5652173913043478;0.0;0.04;0.0;0.0;0.0
9;30;1;0;0.0;0.391304347826087;1.0;0.04;0.0;0.0;0.0
2;0;4;0;0.0;0.08695652173913043;0.0;0.16;0.0;0.0;0.0
10;30;1;0;0.0;0.43478260869565216;1.0;0.04;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
21;0;8;0;0.2;0.9130434782608695;0.0;0.32;0.0;0.008481764206955048;0.0
23;30;1;0;0.0;1.0;1.0;0.04;0.0;0.0;0.0
22;0;1;0;0.0;0.9565217391304348;0.0;0.04;0.0;0.0;0.0
6;30;1;0;0.0;0.2608695652173913;1.0;0.04;0.0;0.0;0.0
21;0;8;0;0.0;0.9130434782608695;0.0;0.32;0.0;0.0;0.0
23;0;1;0;0.0;1.0;0.0;0.04;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0.2
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
10;0;4;0;0.0;0.43478260869565216;0.0;0.16;0.0;0.0;0.0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
13;30;0;0;0.2;0.5652173913043478;1.0;0.0;0.0;0.008481764206955048;0.0
2;0;3;0;0.0;0.08695652173913043;0.0;0.12;0.0;0.0;0.0
13;30;2;0;0.0;0.5652173913043478;1.0;0.08;0.0;0.0;0.0
22;0;1;0;0.0;0.9565217391304348;0.0;0.04;0.0;0.0;0.0
10;0;0;0;0.4;0.43478260869565216;0.0;0.0;0.0;0.016963528413910096;0.0
9;0;1;0;0.0;0.391304347826087;0.0;0.04;0.0;0.0;0.0
16;0;7;0;0.0;0.6956521739130435;0.0;0.28;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
8;0;3;0;0.0;0.34782608695652173;0.0;0.12;0.0;0.0;0.2
23;30;4;0;0.0;1.0;1.0;0.16;0.0;0.0;0.0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
23;30;4;0;0.0;1.0;1.0;0.16;0.0;0.0;0.0
14;0;1;0;0.0;0.6086956521739131;0.0;0.04;0.0;0.0;0.0
13;30;5;0;0.0;0.5652173913043478;1.0;0.2;0.0;0.0;0.0
12;0;0;0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
1;30;1;0;0.0;0.043478260869565216;1.0;0.04;0.0;0.0;0.0
5;30;2;0;0.0;0.21739130434782608;1.0;0.08;0.0;0.0;0.0
6;0;1;0;0.0;0.2608695652173913;0.0;0.04;0.0;0.0;0.0
15;30;2;0;0.0;0.6521739130434783;1.0;0.08;0.0;0.0;0.0
13;30;1;0;0.0;0.5652173913043478;1.0;0.04;0.0;0.0;0.39
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
16;30;1;0;0.0;0.6956521739130435;1.0;0.04;0.0;0.0;0.0
19;30;0;0;0.0;0.8260869565217391;1.0;0.0;0.0;0.0;0.0
6;30;2;0;0.0;0.2608695652173913;1.0;0.08;0.0;0.0;0.0
10;30;2;0;0.0;0.43478260869565216;1.0;0.08;0.0;0.0;0.0
6;30;1;0;0.0;0.2608695652173913;1.0;0.04;0.0;0.0;0.0
10;30;1;0;0.0;0.43478260869565216;1.0;0.04;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0.0
20;30;16;0;0.0;0.8695652173913043;1.0;0.64;0.0;0.0;0.0
12;30;1;0;0.0;0.5217391304347826;1.0;0.04;0.0;0.0;0.0
8;30;1;0;0.0;0.34782608695652173;1.0;0.04;0.0;0.0;0.0
10;30;0;0;0.0;0.43478260869565216;1.0;0.0;0.0;0.0;0.0
11;30;5;0;0.0;0.4782608695652174;1.0;0.2;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
8;30;1;0;0.0;0.34782608695652173;1.0;0.04;0.0;0.0;0.0
19;0;2;0;0.0;0.8260869565217391;0.0;0.08;0.0;0.0;12.91
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
16;0;2;0;0.2;0.6956521739130435;0.0;0.08;0.0;0.008481764206955048;0.2
13;30;1;0;0.0;0.5652173913043478;1.0;0.04;0.0;0.0;0.0
1;0;4;0;0.0;0.043478260869565216;0.0;0.16;0.0;0.0;0.0
23;30;0;0;0.79;1.0;1.0;0.0;0.0;0.033502968617472435;0.98
11;30;3;0;0.0;0.4782608695652174;1.0;0.12;0.0;0.0;0.0
18;30;2;0;0.0;0.782608695652174;1.0;0.08;0.0;0.0;0.0
20;0;10;0;0.0;0.8695652173913043;0.0;0.4;0.0;0.0;0.0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
15;30;1;0;0.0;0.6521739130434783;1.0;0.04;0.0;0.0;0.0
14;0;1;0;0.0;0.6086956521739131;0.0;0.04;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.2
2;30;1;0;0.2;0.08695652173913043;1.0;0.04;0.0;0.008481764206955048;0.0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0.0
14;0;0;0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;0.0
12;0;4;0;0.0;0.5217391304347826;0.0;0.16;0.0;0.0;0.0
13;0;1;0;0.0;0.5652173913043478;0.0;0.04;0.0;0.0;0.2
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
19;0;4;0;0.0;0.8260869565217391;0.0;0.16;0.0;0.0;0.0
6;0;1;0;0.0;0.2608695652173913;0.0;0.04;0.0;0.0;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
0;30;2;0;0.4;0.0;1.0;0.08;0.0;0.016963528413910096;0.0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
9;30;4;0;0.0;0.391304347826087;1.0;0.16;0.0;0.0;0.0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0.0
17;0;1;0;0.99;0.7391304347826086;0.0;0.04;0.0;0.04198473282442748;0.0
15;0;4;0;0.0;0.6521739130434783;0.0;0.16;0.0;0.0;0.0
23;0;6;0;0.0;1.0;0.0;0.24;0.0;0.0;0.0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0.0
15;30;1;0;0.0;0.6521739130434783;1.0;0.04;0.0;0.0;0.0
8;0;2;0;0.0;0.34782608695652173;0.0;0.08;0.0;0.0;0.0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0.0
22;30;3;0;0.0;0.9565217391304348;1.0;0.12;0.0;0.0;0.0
15;30;2;0;0.0;0.6521739130434783;1.0;0.08;0.0;0.0;0.0
18;0;2;0;0.0;0.782608695652174;0.0;0.08;0.0;0.0;0.0
20;0;1;0;0.0;0.8695652173913043;0.0;0.04;0.0;0.0;0.0
23;30;1;0;0.0;1.0;1.0;0.04;0.0;0.0;0.0
9;30;1;0;0.0;0.391304347826087;1.0;0.04;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.2
20;30;1;0;0.0;0.8695652173913043;1.0;0.04;0.0;0.0;0.0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
5;30;2;0;0.0;0.21739130434782608;1.0;0.08;0.0;0.0;0.0
2;30;4;0;0.0;0.08695652173913043;1.0;0.16;0.0;0.0;0.0
20;0;1;0;0.0;0.8695652173913043;0.0;0.04;0.0;0.0;0.0
19;0;1;0;0.0;0.8260869565217391;0.0;0.04;0.0;0.0;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0.0
23;0;2;0;0.0;1.0;0.0;0.08;0.0;0.0;0.0
21;0;2;0;0.0;0.9130434782608695;0.0;0.08;0.0;0.0;0.0
19;0;0;0;0.39;0.8260869565217391;0.0;0.0;0.0;0.016539440203562343;0.2
14;30;2;0;0.0;0.6086956521739131;1.0;0.08;0.0;0.0;0.0
20;0;0;0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;0.0
21;30;1;0;0.0;0.9130434782608695;1.0;0.04;0.0;0.0;0.0
15;0;3;0;0.0;0.6521739130434783;0.0;0.12;0.0;0.0;0.0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.0
0;0;1;0;0.0;0.0;0.0;0.04;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0.0
