Hora;Dia;Total de Tweets;Total de Relacionados;Precipitação (mm/30min);Hora (normalizado);Dia (normalizado);Total de Tweets (normalizado);Total de Relacionados (normalizado);Precipitação (mm/30min) (normalizado); Precipitação para próxima meia hora (mm/30min)9;30;1;0;0.0;0.391304347826087;1.0;0.03333333333333333;0.0;0.0;0.0
17;30;1;0;0.0;0.7391304347826086;1.0;0.03333333333333333;0.0;0.0;0.0
10;30;1;0;0.0;0.43478260869565216;1.0;0.03333333333333333;0.0;0.0;0.0
18;30;0;0;0.2;0.782608695652174;1.0;0.0;0.0;0.007371913011426466;0.0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0.0
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
4;0;4;0;0.0;0.17391304347826086;0.0;0.13333333333333333;0.0;0.0;0.0
10;30;1;0;0.0;0.43478260869565216;1.0;0.03333333333333333;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
23;30;1;0;0.0;1.0;1.0;0.03333333333333333;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
9;30;1;0;0.0;0.391304347826087;1.0;0.03333333333333333;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
19;30;2;0;0.0;0.8260869565217391;1.0;0.06666666666666667;0.0;0.0;0.0
22;0;4;0;0.0;0.9565217391304348;0.0;0.13333333333333333;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
1;30;0;0;0.2;0.043478260869565216;1.0;0.0;0.0;0.007371913011426466;0.0
6;0;1;1;0.0;0.2608695652173913;0.0;0.03333333333333333;1.0;0.0;0.0
22;30;2;0;0.0;0.9565217391304348;1.0;0.06666666666666667;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
12;0;0;0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0.0
5;30;1;0;0.0;0.21739130434782608;1.0;0.03333333333333333;0.0;0.0;0.0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
8;0;1;0;0.0;0.34782608695652173;0.0;0.03333333333333333;0.0;0.0;0.0
18;30;3;0;0.0;0.782608695652174;1.0;0.1;0.0;0.0;0.0
21;30;5;0;0.0;0.9130434782608695;1.0;0.16666666666666666;0.0;0.0;0.0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0
19;30;1;0;0.0;0.8260869565217391;1.0;0.03333333333333333;0.0;0.0;0.0
22;0;2;0;0.0;0.9565217391304348;0.0;0.06666666666666667;0.0;0.0;0.0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0.0
5;0;0;0;0.2;0.21739130434782608;0.0;0.0;0.0;0.007371913011426466;0.2
10;30;0;0;0.0;0.43478260869565216;1.0;0.0;0.0;0.0;0.0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
12;0;1;0;0.2;0.5217391304347826;0.0;0.03333333333333333;0.0;0.007371913011426466;0.0
5;30;1;0;0.0;0.21739130434782608;1.0;0.03333333333333333;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
16;30;2;0;0.0;0.6956521739130435;1.0;0.06666666666666667;0.0;0.0;0.0
8;0;3;0;0.0;0.34782608695652173;0.0;0.1;0.0;0.0;0.0
21;0;0;0;0.0;0.9130434782608695;0.0;0.0;0.0;0.0;0.0
7;30;2;0;0.2;0.30434782608695654;1.0;0.06666666666666667;0.0;0.007371913011426466;0.0
2;0;6;0;0.0;0.08695652173913043;0.0;0.2;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
23;0;4;0;0.0;1.0;0.0;0.13333333333333333;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
17;30;1;0;0.0;0.7391304347826086;1.0;0.03333333333333333;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
13;30;4;0;0.0;0.5652173913043478;1.0;0.13333333333333333;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
18;0;2;0;0.2;0.782608695652174;0.0;0.06666666666666667;0.0;0.007371913011426466;0.0
9;0;1;0;0.0;0.391304347826087;0.0;0.03333333333333333;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
13;0;2;0;0.0;0.5652173913043478;0.0;0.06666666666666667;0.0;0.0;0.0
19;30;0;0;0.0;0.8260869565217391;1.0;0.0;0.0;0.0;0.0
4;30;0;0;1.77;0.17391304347826086;1.0;0.0;0.0;0.06524143015112421;0.79
19;0;3;0;0.0;0.8260869565217391;0.0;0.1;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
7;0;0;0;0.2;0.30434782608695654;0.0;0.0;0.0;0.007371913011426466;0.0
11;0;1;0;0.0;0.4782608695652174;0.0;0.03333333333333333;0.0;0.0;0.0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0.0
11;30;1;0;0.0;0.4782608695652174;1.0;0.03333333333333333;0.0;0.0;0.0
22;30;0;0;0.0;0.9565217391304348;1.0;0.0;0.0;0.0;0.2
11;0;3;0;0.0;0.4782608695652174;0.0;0.1;0.0;0.0;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.0
6;0;1;0;0.0;0.2608695652173913;0.0;0.03333333333333333;0.0;0.0;0.0
9;0;1;0;0.0;0.391304347826087;0.0;0.03333333333333333;0.0;0.0;0.0
1;0;0;0;1.97;0.043478260869565216;0.0;0.0;0.0;0.07261334316255068;0.59
21;0;3;0;0.0;0.9130434782608695;0.0;0.1;0.0;0.0;0.0
7;30;0;0;1.18;0.30434782608695654;1.0;0.0;0.0;0.043494286767416145;0.2
22;0;1;0;0.0;0.9565217391304348;0.0;0.03333333333333333;0.0;0.0;0.0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0.0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
14;0;0;0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;0.0
12;0;2;0;0.0;0.5217391304347826;0.0;0.06666666666666667;0.0;0.0;0.0
12;0;1;0;0.2;0.5217391304347826;0.0;0.03333333333333333;0.0;0.007371913011426466;0.0
15;30;0;0;1.57;0.6521739130434783;1.0;0.0;0.0;0.057869517139697756;0.0
8;0;1;0;0.2;0.34782608695652173;0.0;0.03333333333333333;0.0;0.007371913011426466;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
20;30;1;0;0.0;0.8695652173913043;1.0;0.03333333333333333;0.0;0.0;0.0
8;30;1;0;0.4;0.34782608695652173;1.0;0.03333333333333333;0.0;0.014743826022852931;0.2
12;0;0;0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0.0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0.0
12;30;3;0;0.0;0.5217391304347826;1.0;0.1;0.0;0.0;0.0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0.0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0.0
20;0;1;0;0.0;0.8695652173913043;0.0;0.03333333333333333;0.0;0.0;0.0
0;0;2;0;0.0;0.0;0.0;0.06666666666666667;0.0;0.0;0.0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
15;30;1;0;0.0;0.6521739130434783;1.0;0.03333333333333333;0.0;0.0;0.0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0.0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
21;30;0;0;1.18;0.9130434782608695;1.0;0.0;0.0;0.043494286767416145;0.79
23;0;4;0;0.0;1.0;0.0;0.13333333333333333;0.0;0.0;0.0
21;30;2;0;0.79;0.9130434782608695;1.0;0.06666666666666667;0.0;0.02911905639513454;0.0
19;0;6;0;0.0;0.8260869565217391;0.0;0.2;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
21;0;0;0;1.38;0.9130434782608695;0.0;0.0;0.0;0.05086619977884261;0.0
7;30;1;0;0.0;0.30434782608695654;1.0;0.03333333333333333;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
20;0;2;0;0.0;0.8695652173913043;0.0;0.06666666666666667;0.0;0.0;0.0
11;0;1;0;0.0;0.4782608695652174;0.0;0.03333333333333333;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
14;0;0;0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;0.0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0.0
7;30;1;0;0.0;0.30434782608695654;1.0;0.03333333333333333;0.0;0.0;0.0
1;30;3;0;0.0;0.043478260869565216;1.0;0.1;0.0;0.0;0.0
9;30;1;0;0.0;0.391304347826087;1.0;0.03333333333333333;0.0;0.0;0.0
16;0;4;0;0.0;0.6956521739130435;0.0;0.13333333333333333;0.0;0.0;0.0
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
19;0;3;0;0.2;0.8260869565217391;0.0;0.1;0.0;0.007371913011426466;0.0
12;30;2;0;0.0;0.5217391304347826;1.0;0.06666666666666667;0.0;0.0;0.2
21;30;1;0;0.0;0.9130434782608695;1.0;0.03333333333333333;0.0;0.0;0.0
0;0;1;0;0.0;0.0;0.0;0.03333333333333333;0.0;0.0;0.0
10;0;1;0;0.4;0.43478260869565216;0.0;0.03333333333333333;0.0;0.014743826022852931;1.57
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
0;30;5;0;0.0;0.0;1.0;0.16666666666666666;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
16;30;1;0;0.0;0.6956521739130435;1.0;0.03333333333333333;0.0;0.0;0.0
23;30;0;0;0.2;1.0;1.0;0.0;0.0;0.007371913011426466;0.0
16;0;1;0;0.0;0.6956521739130435;0.0;0.03333333333333333;0.0;0.0;0.0
13;30;1;0;0.0;0.5652173913043478;1.0;0.03333333333333333;0.0;0.0;0.0
12;30;1;0;0.0;0.5217391304347826;1.0;0.03333333333333333;0.0;0.0;0.0
19;0;1;0;0.0;0.8260869565217391;0.0;0.03333333333333333;0.0;0.0;0.0
3;0;1;0;0.0;0.13043478260869565;0.0;0.03333333333333333;0.0;0.0;0.0
18;0;1;0;0.0;0.782608695652174;0.0;0.03333333333333333;0.0;0.0;0.0
16;0;1;0;0.0;0.6956521739130435;0.0;0.03333333333333333;0.0;0.0;0.0
15;0;11;0;0.0;0.6521739130434783;0.0;0.36666666666666664;0.0;0.0;0.0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
11;0;0;0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
6;0;1;0;0.0;0.2608695652173913;0.0;0.03333333333333333;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
20;0;0;0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;0.0
1;30;0;0;1.57;0.043478260869565216;1.0;0.0;0.0;0.057869517139697756;0.2
11;0;1;0;0.0;0.4782608695652174;0.0;0.03333333333333333;0.0;0.0;0.0
11;0;0;0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0.0
20;30;0;0;0.0;0.8695652173913043;1.0;0.0;0.0;0.0;0.0
0;30;1;0;0.0;0.0;1.0;0.03333333333333333;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
19;0;2;0;0.0;0.8260869565217391;0.0;0.06666666666666667;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
12;0;1;0;0.0;0.5217391304347826;0.0;0.03333333333333333;0.0;0.0;0.0
0;30;4;0;0.79;0.0;1.0;0.13333333333333333;0.0;0.02911905639513454;0.2
11;0;2;0;0.79;0.4782608695652174;0.0;0.06666666666666667;0.0;0.02911905639513454;0.0
19;0;2;0;0.0;0.8260869565217391;0.0;0.06666666666666667;0.0;0.0;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
19;30;1;0;0.0;0.8260869565217391;1.0;0.03333333333333333;0.0;0.0;0.0
1;0;3;0;0.0;0.043478260869565216;0.0;0.1;0.0;0.0;0.0
8;30;1;0;0.0;0.34782608695652173;1.0;0.03333333333333333;0.0;0.0;0.0
6;30;1;0;0.0;0.2608695652173913;1.0;0.03333333333333333;0.0;0.0;0.0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
11;0;2;0;0.0;0.4782608695652174;0.0;0.06666666666666667;0.0;0.0;0.0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.59
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
23;0;8;0;0.4;1.0;0.0;0.26666666666666666;0.0;0.014743826022852931;0.2
20;30;1;0;0.0;0.8695652173913043;1.0;0.03333333333333333;0.0;0.0;0.0
21;0;1;0;1.96;0.9130434782608695;0.0;0.03333333333333333;0.0;0.07224474751197936;1.37
22;0;3;0;0.0;0.9565217391304348;0.0;0.1;0.0;0.0;0.0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
1;0;6;0;0.0;0.043478260869565216;0.0;0.2;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.0
11;30;1;0;0.0;0.4782608695652174;1.0;0.03333333333333333;0.0;0.0;0.0
3;30;3;0;0.0;0.13043478260869565;1.0;0.1;0.0;0.0;0.0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.2
17;30;0;0;0.59;0.7391304347826086;1.0;0.0;0.0;0.021747143383708072;0.2
22;0;0;0;0.2;0.9565217391304348;0.0;0.0;0.0;0.007371913011426466;0.0
2;0;4;0;0.0;0.08695652173913043;0.0;0.13333333333333333;0.0;0.0;0.0
16;0;1;0;0.0;0.6956521739130435;0.0;0.03333333333333333;0.0;0.0;0.0
14;0;1;0;0.0;0.6086956521739131;0.0;0.03333333333333333;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
14;0;2;0;0.0;0.6086956521739131;0.0;0.06666666666666667;0.0;0.0;0.0
20;0;5;0;0.4;0.8695652173913043;0.0;0.16666666666666666;0.0;0.014743826022852931;0.2
21;30;1;0;0.0;0.9130434782608695;1.0;0.03333333333333333;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
22;30;0;0;0.6;0.9565217391304348;1.0;0.0;0.0;0.022115739034279394;0.4
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
19;0;1;0;0.0;0.8260869565217391;0.0;0.03333333333333333;0.0;0.0;0.2
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0
2;0;1;0;0.0;0.08695652173913043;0.0;0.03333333333333333;0.0;0.0;0.0
21;30;1;0;0.0;0.9130434782608695;1.0;0.03333333333333333;0.0;0.0;0.0
1;30;3;0;0.0;0.043478260869565216;1.0;0.1;0.0;0.0;0.39
11;0;1;0;0.0;0.4782608695652174;0.0;0.03333333333333333;0.0;0.0;0.0
1;0;1;0;0.0;0.043478260869565216;0.0;0.03333333333333333;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
20;0;0;0;25.26;0.8695652173913043;0.0;0.0;0.0;0.9310726133431626;26.04
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0.0
10;30;0;0;0.0;0.43478260869565216;1.0;0.0;0.0;0.0;0.0
20;0;4;0;0.0;0.8695652173913043;0.0;0.13333333333333333;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
20;30;0;0;2.75;0.8695652173913043;1.0;0.0;0.0;0.1013638039071139;1.96
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
13;30;3;0;0.0;0.5652173913043478;1.0;0.1;0.0;0.0;0.0
20;0;1;0;0.0;0.8695652173913043;0.0;0.03333333333333333;0.0;0.0;0.0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
13;0;1;0;0.59;0.5652173913043478;0.0;0.03333333333333333;0.0;0.021747143383708072;0.2
3;30;0;0;0.2;0.13043478260869565;1.0;0.0;0.0;0.007371913011426466;0.2
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0.0
10;0;1;0;1.57;0.43478260869565216;0.0;0.03333333333333333;0.0;0.057869517139697756;1.77
21;30;3;0;0.0;0.9130434782608695;1.0;0.1;0.0;0.0;0.0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
18;0;2;0;0.0;0.782608695652174;0.0;0.06666666666666667;0.0;0.0;0.2
22;30;0;0;0.4;0.9565217391304348;1.0;0.0;0.0;0.014743826022852931;0.0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0.0
18;0;9;0;0.0;0.782608695652174;0.0;0.3;0.0;0.0;0.0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0.0
17;0;0;0;0.2;0.7391304347826086;0.0;0.0;0.0;0.007371913011426466;2.76
10;30;0;0;0.0;0.43478260869565216;1.0;0.0;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
20;0;0;0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;0.0
11;0;1;0;0.0;0.4782608695652174;0.0;0.03333333333333333;0.0;0.0;0.0
14;30;4;0;0.0;0.6086956521739131;1.0;0.13333333333333333;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
11;30;3;0;0.0;0.4782608695652174;1.0;0.1;0.0;0.0;0.0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0.0
10;30;0;0;0.0;0.43478260869565216;1.0;0.0;0.0;0.0;0.0
14;0;0;0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;0.0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0.0
21;0;2;0;0.0;0.9130434782608695;0.0;0.06666666666666667;0.0;0.0;0.0
10;30;0;0;0.0;0.43478260869565216;1.0;0.0;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
6;0;1;0;0.0;0.2608695652173913;0.0;0.03333333333333333;0.0;0.0;0.0
19;30;11;0;0.0;0.8260869565217391;1.0;0.36666666666666664;0.0;0.0;0.0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0.0
4;0;2;0;0.0;0.17391304347826086;0.0;0.06666666666666667;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
13;0;2;0;0.0;0.5652173913043478;0.0;0.06666666666666667;0.0;0.0;0.0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0.0
23;0;0;0;0.4;1.0;0.0;0.0;0.0;0.014743826022852931;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
15;30;1;0;0.0;0.6521739130434783;1.0;0.03333333333333333;0.0;0.0;0.0
14;30;2;0;0.0;0.6086956521739131;1.0;0.06666666666666667;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
12;0;1;0;0.0;0.5217391304347826;0.0;0.03333333333333333;0.0;0.0;0.0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
11;30;1;0;0.0;0.4782608695652174;1.0;0.03333333333333333;0.0;0.0;0.2
3;0;7;0;0.0;0.13043478260869565;0.0;0.23333333333333334;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0.0
22;30;4;0;0.0;0.9565217391304348;1.0;0.13333333333333333;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
13;30;2;0;0.0;0.5652173913043478;1.0;0.06666666666666667;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
8;0;1;0;0.0;0.34782608695652173;0.0;0.03333333333333333;0.0;0.0;0.0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
11;0;0;0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
8;30;1;0;0.0;0.34782608695652173;1.0;0.03333333333333333;0.0;0.0;0.0
21;30;1;0;0.0;0.9130434782608695;1.0;0.03333333333333333;0.0;0.0;0.0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0.0
1;30;2;0;0.0;0.043478260869565216;1.0;0.06666666666666667;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
2;30;0;0;3.74;0.08695652173913043;1.0;0.0;0.0;0.1378547733136749;2.17
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
10;0;1;0;0.0;0.43478260869565216;0.0;0.03333333333333333;0.0;0.0;0.0
13;0;2;0;0.0;0.5652173913043478;0.0;0.06666666666666667;0.0;0.0;0.0
18;30;0;0;0.2;0.782608695652174;1.0;0.0;0.0;0.007371913011426466;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
13;30;11;0;0.0;0.5652173913043478;1.0;0.36666666666666664;0.0;0.0;0.0
11;30;0;0;0.2;0.4782608695652174;1.0;0.0;0.0;0.007371913011426466;0.2
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
14;0;3;0;0.0;0.6086956521739131;0.0;0.1;0.0;0.0;0.0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0.0
13;30;3;0;0.0;0.5652173913043478;1.0;0.1;0.0;0.0;0.0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0.0
18;30;3;0;0.0;0.782608695652174;1.0;0.1;0.0;0.0;0.2
15;30;2;0;0.0;0.6521739130434783;1.0;0.06666666666666667;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
12;0;1;0;0.0;0.5217391304347826;0.0;0.03333333333333333;0.0;0.0;0.0
12;30;4;0;0.0;0.5217391304347826;1.0;0.13333333333333333;0.0;0.0;0.0
8;0;1;0;0.0;0.34782608695652173;0.0;0.03333333333333333;0.0;0.0;0.0
22;0;4;0;0.0;0.9565217391304348;0.0;0.13333333333333333;0.0;0.0;0.0
0;0;3;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
18;0;1;0;0.39;0.782608695652174;0.0;0.03333333333333333;0.0;0.014375230372281608;0.0
18;30;1;0;0.0;0.782608695652174;1.0;0.03333333333333333;0.0;0.0;0.0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
